text-de,class,text-en,class-formatted,class-en
"Meine Kaffeemaschine brüht keinen Kaffee mehr und zeigt einen Fehlercode an. Was kann ich tun, um das Problem zu lösen?", Technischer Support,My coffee maker no longer brews coffee and displays a bug code. What can I do to solve the problem?,Technischer_Support,Technical support
Kann ich Hilfe erhalten? Meine neue Gaming-Tastatur hat eine fehlerhafte Taste und reagiert nicht mehr richtig., Technischer Support,Can I get help? My new gaming keyboard has a flawed button and no longer responds properly.,Technischer_Support,Technical support
"Mein Geschirrspüler spült das Geschirr nicht mehr richtig sauber und hinterlässt Rückstände. Was kann ich tun, um das Problem zu lösen?", Technischer Support,My dishwasher no longer rinses the dishes properly and leaves residue. What can I do to solve the problem?,Technischer_Support,Technical support
"Mein Fitness-Tracker zeigt keine Herzfrequenz mehr an, obwohl er ordnungsgemäß getragen wird. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,"My fitness tracker no longer shows heart rate, although it is properly worn. Can you help me solve the problem?",Technischer_Support,Technical support
"Meine Powerbank lädt nicht mehr auf und zeigt keine Reaktion, wenn ich sie anschließe. Was kann ich tun, um das Problem zu lösen?", Technischer Support,My power bank no longer charges and does not show any reaction when I connect it. What can I do to solve the problem?,Technischer_Support,Technical support
"Mein WLAN-Repeater verliert ständig die Verbindung zum Router und muss ständig neu gestartet werden. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,My Wi-Fi repeater constantly loses the connection to the router and needs to be restarted all the time. Can you help me solve the problem?,Technischer_Support,Technical support
Meine Soundanlage hat Probleme mit der Bluetooth-Verbindung und verbindet sich nicht mit meinem Smartphone. Können Sie mir dabei helfen?, Technischer Support,My sound system has problems with the Bluetooth connection and does not connect to my smartphone. Can you help me with this?,Technischer_Support,Technical support
"Mein Ventilator dreht sich nicht mehr und macht komische Geräusche. Was kann ich tun, um das Problem zu lösen?", Technischer Support,My fan doesn't turn anymore and makes funny noises. What can I do to solve the problem?,Technischer_Support,Technical support
"Mein Staubsauger-Roboter fährt nicht mehr und bleibt ständig stecken. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,Can you help me solve the problem?,Technischer_Support,Technical support
"Mein Laptop hat Probleme mit der Lüftung und wird übermäßig heiß. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,My laptop has problems with the ventilation and gets excessively hot. Can you help me solve the problem?,Technischer_Support,Technical support
"Meine Alarmanlage löst ständig aus und macht mir Sorgen. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,Can you help me solve the problem?,Technischer_Support,Technical support
"Mein elektrischer Rasierer funktioniert nicht mehr und ich brauche ihn dringend. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,Can you help me solve the problem?,Technischer_Support,Technical support
"Mein Smart-TV hat Probleme mit dem Bildschirm und zeigt Artefakte an. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,My smart TV has problems with the screen and displays artifacts. Can you help me solve the problem?,Technischer_Support,Technical support
"Mein WLAN-Repeater verbindet sich nicht mehr mit dem Router. Was kann ich tun, um das Problem zu lösen?", Technischer Support,My Wi-Fi repeater no longer connects to the router. What can I do to solve the problem?,Technischer_Support,Technical support
Meine neue Soundanlage hat Probleme mit der Wiedergabe und gibt keinen Ton mehr von sich. Kann ich von Ihnen Hilfe bekommen?, Technischer Support,My new sound system has problems with playback and no sound of itself. Can I get help from you?,Technischer_Support,Technical support
"Mein Staubsauger-Roboter fährt nicht mehr richtig und fährt ständig gegen Möbel. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,My vacuum cleaner robot doesn't drive properly anymore and is constantly driving against furniture. Can you help me solve the problem?,Technischer_Support,Technical support
"Mein Monitor hat Probleme mit der Bildschirmanzeige und zeigt ein flackerndes Bild an. Was kann ich tun, um das Problem zu lösen?", Technischer Support,My monitor has problems with the screen display and displays a flickering image. What can I do to solve the problem?,Technischer_Support,Technical support
"Meine Fitness-Uhr hat Probleme mit dem GPS und zeigt falsche Standorte an. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,My fitness watch has problems with the GPS and shows wrong locations. Can you help me solve the problem?,Technischer_Support,Technical support
"Mein Geschirrspüler hat Probleme mit dem Abpumpen des Wassers und zeigt einen Fehlercode an. Kann ich von Ihnen Unterstützung bekommen, um das Problem zu lösen?", Technischer Support,My dishwasher has problems pumping the water and displays a bug code. Can I get support from you to solve the problem?,Technischer_Support,Technical support
"Mein neuer Drucker hat Schwierigkeiten, mit meinem Laptop zu kommunizieren. Kann ich Unterstützung erhalten, um das Problem zu lösen?", Technischer Support,My new printer has difficulty communicating with my laptop. Can I get support to solve the problem?,Technischer_Support,Technical support
Können Sie mir helfen? Mein Kaffeevollautomat zeigt einen Fehlercode an und brüht keinen Kaffee mehr., Technischer Support,Can you help me? My coffee vending machine shows a fault code and no more brewing coffee.,Technischer_Support,Technical support
"Ich habe Probleme mit meiner Smartwatch. Sie lässt sich nicht einschalten, obwohl sie aufgeladen ist. Können Sie mir dabei helfen?", Technischer Support,"I'm having trouble with my smartwatch, and it's not turning on even though it's charged.",Technischer_Support,Technical support
Ich brauche Hilfe mit meinem elektrischen Rasenmäher. Er läuft nicht richtig und bleibt ständig stecken. Können Sie mir Tipps zur Reparatur geben?, Technischer Support,I need help with my electric lawnmower. It doesn't run right and stays stuck all the time. Can you give me tips on how to repair it?,Technischer_Support,Technical support
Kann ich von Ihnen Unterstützung erhalten? Mein Navigationsgerät zeigt falsche Informationen an und leitet mich in die falsche Richtung., Technischer Support,Can I get support from you? My navigation device displays false information and leads me in the wrong direction.,Technischer_Support,Technical support
"Mein Bluetooth-Lautsprecher verbindet sich nicht mehr mit meinem Smartphone. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,My Bluetooth speaker no longer connects to my smartphone. Can you help me solve the problem?,Technischer_Support,Technical support
Ich benötige Hilfe mit meinem neuen Fernseher. Er hat ein flackerndes Bild und zeigt Artefakte an. Können Sie mir dabei helfen?, Technischer Support,I need help with my new TV. He has a flickering image and displays artifacts. Can you help me with that?,Technischer_Support,Technical support
"Meine Waschmaschine macht komische Geräusche beim Schleudern. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,My washing machine makes weird noises while spinning. Can you help me solve the problem?,Technischer_Support,Technical support
Meine drahtlosen Kopfhörer verlieren ständig die Verbindung zum Abspielgerät. Wie kann ich das Problem beheben?, Technischer Support,My wireless headphones are constantly losing connection to the player. How can I fix the problem?,Technischer_Support,Technical support
"Mein Staubsauger hat einen starken Geruch und saugt nicht mehr richtig. Was kann ich tun, um das Problem zu lösen?", Technischer Support,My vacuum cleaner has a strong smell and no longer sucks properly. What can I do to solve the problem?,Technischer_Support,Technical support
"Können Sie mir sagen, was ich tun soll? Mein elektrischer Mixer funktioniert nicht mehr, obwohl er angeschlossen ist.", Technischer Support,"Can you tell me what to do? My electric mixer doesn't work anymore, even though it's connected.",Technischer_Support,Technical support
Meine neue Digitalkamera hat Probleme mit der Bildqualität. Die Fotos sind verschwommen und unscharf. Können Sie mir helfen?, Technischer Support,My new digital camera has problems with image quality. The photos are blurry and blurred. Can you help me?,Technischer_Support,Technical support
Meine Smart-Home-Beleuchtung lässt sich nicht mehr über die App steuern. Kann ich von Ihnen Unterstützung bekommen?, Technischer Support,My smart home lighting can no longer be controlled via the app. Can I get support from you?,Technischer_Support,Technical support
"Mein Kühlschrank kühlt nicht mehr richtig und das Eisfach taut ständig auf. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,My fridge is no longer cooling properly and the icebox is constantly thawing. Can you help me solve the problem?,Technischer_Support,Technical support
"Meine Soundbar funktioniert nicht mehr und gibt nur noch ein Kratzen von sich. Was kann ich tun, um das Problem zu lösen?", Technischer Support,My sound bar doesn't work anymore and it's just scratching. What can I do to solve the problem?,Technischer_Support,Technical support
Mein Laptop stürzt ständig ab und zeigt einen Bluescreen an. Kann ich von Ihnen Hilfe bekommen?, Technischer Support,My laptop crashes all the time and displays a blue screen.,Technischer_Support,Technical support
"Meine Alarmanlage löst ständig ohne ersichtlichen Grund aus. Kann ich von Ihnen Unterstützung bekommen, um das Problem zu lösen?", Technischer Support,My alarm always triggers without any obvious reason. Can I get support from you to solve the problem?,Technischer_Support,Technical support
"Mein elektrischer Rasierer funktioniert nicht mehr und macht komische Geräusche. Was kann ich tun, um das Problem zu lösen?", Technischer Support,My electric shaver no longer works and makes funny noises. What can I do to solve the problem?,Technischer_Support,Technical support
Mein Smart-TV hat Probleme mit der WLAN-Verbindung und verbindet sich nicht mehr mit dem Internet. Können Sie mir dabei helfen?, Technischer Support,My smart TV has problems with the Wi-Fi connection and no longer connects to the Internet. Can you help me with this?,Technischer_Support,Technical support
"Mein neuer WLAN-Router verliert ständig die Verbindung zum Internet und muss ständig neu gestartet werden. Was kann ich tun, um das Problem zu lösen?", Technischer Support,My new Wi-Fi router constantly loses the connection to the Internet and needs to be restarted all the time. What can I do to solve the problem?,Technischer_Support,Technical support
"Mein neuer Drucker druckt nur leere Seiten, obwohl die Tinte voll ist. Können Sie mir dabei helfen, das Problem zu beheben?", Technischer Support,"My new printer only prints empty pages, even though the ink is full. Can you help me fix the problem?",Technischer_Support,Technical support
"Meine Kaffeemaschine brüht keinen Kaffee mehr und zeigt einen Fehlercode an. Was kann ich tun, um das Problem zu lösen?", Technischer Support,My coffee maker no longer brews coffee and displays a bug code. What can I do to solve the problem?,Technischer_Support,Technical support
Kann ich Hilfe erhalten? Meine neue Gaming-Tastatur hat eine fehlerhafte Taste und reagiert nicht mehr richtig., Technischer Support,Can I get help? My new gaming keyboard has a flawed button and no longer responds properly.,Technischer_Support,Technical support
"Mein Geschirrspüler spült das Geschirr nicht mehr richtig sauber und hinterlässt Rückstände. Was kann ich tun, um das Problem zu lösen?", Technischer Support,My dishwasher no longer rinses the dishes properly and leaves residue. What can I do to solve the problem?,Technischer_Support,Technical support
"Mein Fitness-Tracker zeigt keine Herzfrequenz mehr an, obwohl er ordnungsgemäß getragen wird. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,"My fitness tracker no longer shows heart rate, although it is properly worn. Can you help me solve the problem?",Technischer_Support,Technical support
"Meine Powerbank lädt nicht mehr auf und zeigt keine Reaktion, wenn ich sie anschließe. Was kann ich tun, um das Problem zu lösen?", Technischer Support,My power bank no longer charges and does not show any reaction when I connect it. What can I do to solve the problem?,Technischer_Support,Technical support
"Mein WLAN-Repeater verliert ständig die Verbindung zum Router und muss ständig neu gestartet werden. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,My Wi-Fi repeater constantly loses the connection to the router and needs to be restarted all the time. Can you help me solve the problem?,Technischer_Support,Technical support
Meine Soundanlage hat Probleme mit der Bluetooth-Verbindung und verbindet sich nicht mit meinem Smartphone. Können Sie mir dabei helfen?, Technischer Support,My sound system has problems with the Bluetooth connection and does not connect to my smartphone. Can you help me with this?,Technischer_Support,Technical support
"Mein Ventilator dreht sich nicht mehr und macht komische Geräusche. Was kann ich tun, um das Problem zu lösen?", Technischer Support,My fan doesn't turn anymore and makes funny noises. What can I do to solve the problem?,Technischer_Support,Technical support
"Mein Staubsauger-Roboter fährt nicht mehr und bleibt ständig stecken. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,Can you help me solve the problem?,Technischer_Support,Technical support
"Mein Laptop hat Probleme mit der Lüftung und wird übermäßig heiß. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,My laptop has problems with the ventilation and gets excessively hot. Can you help me solve the problem?,Technischer_Support,Technical support
"Meine Alarmanlage löst ständig aus und macht mir Sorgen. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,Can you help me solve the problem?,Technischer_Support,Technical support
"Mein elektrischer Rasierer funktioniert nicht mehr und ich brauche ihn dringend. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,Can you help me solve the problem?,Technischer_Support,Technical support
"Mein Smart-TV hat Probleme mit dem Bildschirm und zeigt Artefakte an. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,My smart TV has problems with the screen and displays artifacts. Can you help me solve the problem?,Technischer_Support,Technical support
"Mein WLAN-Repeater verbindet sich nicht mehr mit dem Router. Was kann ich tun, um das Problem zu lösen?", Technischer Support,My Wi-Fi repeater no longer connects to the router. What can I do to solve the problem?,Technischer_Support,Technical support
Meine neue Soundanlage hat Probleme mit der Wiedergabe und gibt keinen Ton mehr von sich. Kann ich von Ihnen Hilfe bekommen?, Technischer Support,My new sound system has problems with playback and no sound of itself. Can I get help from you?,Technischer_Support,Technical support
"Mein Staubsauger-Roboter fährt nicht mehr richtig und fährt ständig gegen Möbel. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,My vacuum cleaner robot doesn't drive properly anymore and is constantly driving against furniture. Can you help me solve the problem?,Technischer_Support,Technical support
"Mein Monitor hat Probleme mit der Bildschirmanzeige und zeigt ein flackerndes Bild an. Was kann ich tun, um das Problem zu lösen?", Technischer Support,My monitor has problems with the screen display and displays a flickering image. What can I do to solve the problem?,Technischer_Support,Technical support
"Meine Fitness-Uhr hat Probleme mit dem GPS und zeigt falsche Standorte an. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,My fitness watch has problems with the GPS and shows wrong locations. Can you help me solve the problem?,Technischer_Support,Technical support
"Mein Geschirrspüler hat Probleme mit dem Abpumpen des Wassers und zeigt einen Fehlercode an. Kann ich von Ihnen Unterstützung bekommen, um das Problem zu lösen?", Technischer Support,My dishwasher has problems pumping the water and displays a bug code. Can I get support from you to solve the problem?,Technischer_Support,Technical support
"Mein neuer Drucker hat Schwierigkeiten, mit meinem Laptop zu kommunizieren. Kann ich Unterstützung erhalten, um das Problem zu lösen?", Technischer Support,My new printer has difficulty communicating with my laptop. Can I get support to solve the problem?,Technischer_Support,Technical support
Können Sie mir helfen? Mein Kaffeevollautomat zeigt einen Fehlercode an und brüht keinen Kaffee mehr., Technischer Support,Can you help me? My coffee vending machine shows a fault code and no more brewing coffee.,Technischer_Support,Technical support
"Ich habe Probleme mit meiner Smartwatch. Sie lässt sich nicht einschalten, obwohl sie aufgeladen ist. Können Sie mir dabei helfen?", Technischer Support,"I'm having trouble with my smartwatch, and it's not turning on even though it's charged.",Technischer_Support,Technical support
Ich brauche Hilfe mit meinem elektrischen Rasenmäher. Er läuft nicht richtig und bleibt ständig stecken. Können Sie mir Tipps zur Reparatur geben?, Technischer Support,I need help with my electric lawnmower. It doesn't run right and stays stuck all the time. Can you give me tips on how to repair it?,Technischer_Support,Technical support
Kann ich von Ihnen Unterstützung erhalten? Mein Navigationsgerät zeigt falsche Informationen an und leitet mich in die falsche Richtung., Technischer Support,Can I get support from you? My navigation device displays false information and leads me in the wrong direction.,Technischer_Support,Technical support
"Mein Bluetooth-Lautsprecher verbindet sich nicht mehr mit meinem Smartphone. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,My Bluetooth speaker no longer connects to my smartphone. Can you help me solve the problem?,Technischer_Support,Technical support
Ich benötige Hilfe mit meinem neuen Fernseher. Er hat ein flackerndes Bild und zeigt Artefakte an. Können Sie mir dabei helfen?, Technischer Support,I need help with my new TV. He has a flickering image and displays artifacts. Can you help me with that?,Technischer_Support,Technical support
"Meine Waschmaschine macht komische Geräusche beim Schleudern. Können Sie mir dabei helfen, das Problem zu lösen?", Technischer Support,My washing machine makes weird noises while spinning. Can you help me solve the problem?,Technischer_Support,Technical support
Meine drahtlosen Kopfhörer verlieren ständig die Verbindung zum Abspielgerät. Wie kann ich das Problem beheben?, Technischer Support,My wireless headphones are constantly losing connection to the player. How can I fix the problem?,Technischer_Support,Technical support
"Mein Staubsauger hat einen starken Geruch und saugt nicht mehr richtig. Was kann ich tun, um das Problem zu lösen?", Technischer Support,My vacuum cleaner has a strong smell and no longer sucks properly. What can I do to solve the problem?,Technischer_Support,Technical support
"Guten Tag, ich interessiere mich für Ihre Öffnungszeiten während der Feiertage. Können Sie mir diese bitte mitteilen?", Allgemeine Anfrage,"Hello, I am interested in your opening hours during the holidays. Can you please let me know?",Allgemeine_Anfrage,General request
"Hallo, ich habe eine Frage zu den Versandoptionen für internationale Bestellungen. Könnten Sie mir hierzu Auskunft geben?", Allgemeine Anfrage,"Hello, I have a question about the shipping options for international orders. Could you give me information about this?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit Glutenunverträglichkeit anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Dear team, I would like to know if you also offer products for people with gluten intolerance. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Guten Tag, ich habe eine Frage zu den Sicherheitsmaßnahmen in Ihrem Onlineshop. Könnten Sie mir diese bitte erläutern?", Allgemeine Anfrage,"Hello, I have a question about the security measures in your online shop. Could you please explain them to me?",Allgemeine_Anfrage,General request
"Hallo, ich interessiere mich für Ihre Produkthaftungspolitik. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Hello, I am interested in your product liability policy. Can you give me more information on this?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich habe eine Beschwerde bezüglich der Qualität eines Produkts, das ich kürzlich erhalten habe. Wie kann ich diese reklamieren?", Allgemeine Anfrage,"Dear team, I have a complaint regarding the quality of a product I have recently received. How can I complain about it?",Allgemeine_Anfrage,General request
"Guten Tag, ich interessiere mich für Ihre Nachhaltigkeitsbemühungen. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Hello, I am interested in your sustainability efforts. Can you give me more information on this?",Allgemeine_Anfrage,General request
"Hallo, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit Nahrungsmittelunverträglichkeiten anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Hello, I would like to know if you also offer products for people with food intolerances. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich habe eine Frage zu den Materialien, aus denen Ihre Produkte hergestellt sind. Könnten Sie mir hierzu Auskunft geben?", Allgemeine Anfrage,"Dear team, I have a question about the materials from which your products are made. Could you give me any information on this?",Allgemeine_Anfrage,General request
"Guten Tag, ich interessiere mich für Ihre Rückgaberichtlinien. Könnten Sie mir diese bitte näher erläutern?", Allgemeine Anfrage,"Hello, I am interested in your return policy. Could you please explain it to me?",Allgemeine_Anfrage,General request
"Hallo, ich habe eine Frage zu den Größenangaben Ihrer Kleidungsstücke. Gibt es eine Größentabelle, die ich einsehen kann?", Allgemeine Anfrage,"Hello, I have a question about the sizes of your clothes. Is there a size chart I can see?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit Allergien anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Dear team, I would like to know if you also offer products for people with allergies. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Guten Tag, ich habe eine Beschwerde bezüglich des Kundenservice, den ich erhalten habe. An wen kann ich mich diesbezüglich wenden?", Allgemeine Anfrage,"Hello, I have a complaint regarding the customer service I have received. Who can I contact in this regard?",Allgemeine_Anfrage,General request
"Hallo, ich interessiere mich für Ihre Kundenbewertungen. Wo kann ich diese einsehen?", Allgemeine Anfrage,"Hello, I'm interested in your customer reviews. Where can I see them?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich habe eine Frage zu den Rückgabemöglichkeiten für Geschenkartikel. Könnten Sie mir hierzu Auskunft geben?", Allgemeine Anfrage,"Dear team, I have a question about the return options for gift items. Could you give me information on this?",Allgemeine_Anfrage,General request
"Guten Tag, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit speziellen Ernährungsbedürfnissen anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Good day, I would like to know if you also offer products for people with special nutritional needs. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Hallo, ich habe ein Problem mit dem Laden Ihrer Website auf meinem mobilen Gerät. Können Sie mir dabei helfen?", Allgemeine Anfrage,"Hello, I have a problem with loading your website on my mobile device. Can you help me with this?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich interessiere mich für Ihre Treueprogramme. Könnten Sie mir diese bitte näher erläutern?", Allgemeine Anfrage,"Dear team, I am interested in your loyalty programs. Could you please explain them to me?",Allgemeine_Anfrage,General request
"Guten Tag, ich habe eine Frage zu den Lieferzeiten für internationale Bestellungen. Könnten Sie mir hierzu Auskunft geben?", Allgemeine Anfrage,"Good afternoon, I have a question about the delivery times for international orders. Could you give me information about this?",Allgemeine_Anfrage,General request
"Hallo, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit Einschränkungen im Bewegungsapparat anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Hello, I would like to know if you also offer products for people with limitations in the musculoskeletal system. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich habe eine Beschwerde bezüglich eines beschädigten Artikels, den ich kürzlich erhalten habe. Wie kann ich diese reklamieren?", Allgemeine Anfrage,"Dear team, I have a complaint regarding a damaged article I recently received. How can I complain about it?",Allgemeine_Anfrage,General request
"Guten Tag, ich interessiere mich für Ihre Datenschutzrichtlinien. Wo kann ich diese einsehen?", Allgemeine Anfrage,"Hello, I am interested in your privacy policy. Where can I view it?",Allgemeine_Anfrage,General request
"Hallo, ich habe eine Frage zu den Zahlungsmöglichkeiten in Ihrem Onlineshop. Könnten Sie mir diese bitte zur Verfügung stellen?", Allgemeine Anfrage,"Hello, I have a question about the payment options in your online shop. Could you please make them available to me?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit Diabetes anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Dear team, I would like to know if you also offer products for people with diabetes. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Guten Tag, ich habe eine Beschwerde bezüglich eines beschädigten Pakets, das ich kürzlich erhalten habe. Wie kann ich diese reklamieren?", Allgemeine Anfrage,"Good afternoon, I have a complaint regarding a damaged package that I have recently received. How can I complain about it?",Allgemeine_Anfrage,General request
"Hallo, ich interessiere mich für Ihre Zusatzleistungen im Bereich Kundenbetreuung. Könnten Sie mir diese bitte näher erläutern?", Allgemeine Anfrage,"Hello, I am interested in your additional services in the area of customer service. Could you please explain them to me?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich habe eine Frage zu den Umtauschmöglichkeiten für Artikel aus dem Sale-Bereich. Könnten Sie mir hierzu Auskunft geben?", Allgemeine Anfrage,"Dear team, I have a question about the exchange possibilities for items from the sale area. Could you give me information on this?",Allgemeine_Anfrage,General request
"Guten Tag, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit speziellen Ernährungsbedürfnissen anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Good day, I would like to know if you also offer products for people with special nutritional needs. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Hallo, ich habe ein Problem mit der Anzeige Ihrer Website auf meinem mobilen Gerät. Können Sie mir dabei helfen?", Allgemeine Anfrage,"Hello, I have a problem with displaying your website on my mobile device. Can you help me with this?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich interessiere mich für Ihre Kundenbewertungen. Wo kann ich diese einsehen?", Allgemeine Anfrage,"Dear team, I am interested in your customer reviews. Where can I see them?",Allgemeine_Anfrage,General request
"Guten Tag, ich habe Schwierigkeiten beim Hinzufügen eines Produkts zum Warenkorb auf Ihrer Website. Können Sie mir dabei helfen?", Allgemeine Anfrage,"Good day, I have difficulty adding a product to the shopping cart on your website. Can you help me?",Allgemeine_Anfrage,General request
"Hallo, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit Einschränkungen im Bewegungsapparat anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Hello, I would like to know if you also offer products for people with limitations in the musculoskeletal system. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich habe eine Beschwerde bezüglich eines beschädigten Artikels, den ich kürzlich erhalten habe. Wie kann ich diese reklamieren?", Allgemeine Anfrage,"Dear team, I have a complaint regarding a damaged article I recently received. How can I complain about it?",Allgemeine_Anfrage,General request
"Guten Tag, ich interessiere mich für Ihre Datenschutzrichtlinien. Wo kann ich diese einsehen?", Allgemeine Anfrage,"Hello, I am interested in your privacy policy. Where can I view it?",Allgemeine_Anfrage,General request
"Hallo, ich habe eine Frage zu den Zahlungsmöglichkeiten in Ihrem Onlineshop. Könnten Sie mir diese bitte zur Verfügung stellen?", Allgemeine Anfrage,"Hello, I have a question about the payment options in your online shop. Could you please make them available to me?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit Diabetes anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Dear team, I would like to know if you also offer products for people with diabetes. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Guten Tag, ich habe eine Beschwerde bezüglich eines beschädigten Pakets, das ich kürzlich erhalten habe. Wie kann ich diese reklamieren?", Allgemeine Anfrage,"Good afternoon, I have a complaint regarding a damaged package that I have recently received. How can I complain about it?",Allgemeine_Anfrage,General request
"Hallo, ich interessiere mich für Ihre Zusatzleistungen im Bereich Kundenbetreuung. Könnten Sie mir diese bitte näher erläutern?", Allgemeine Anfrage,"Hello, I am interested in your additional services in the area of customer service. Could you please explain them to me?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich habe eine Frage zu den Umtauschmöglichkeiten für Artikel aus dem Sale-Bereich. Könnten Sie mir hierzu Auskunft geben?", Allgemeine Anfrage,"Dear team, I have a question about the exchange possibilities for items from the sale area. Could you give me information on this?",Allgemeine_Anfrage,General request
"Guten Tag, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit speziellen Ernährungsbedürfnissen anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Good day, I would like to know if you also offer products for people with special nutritional needs. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Hallo, ich habe ein Problem mit der Anzeige Ihrer Website auf meinem mobilen Gerät. Können Sie mir dabei helfen?", Allgemeine Anfrage,"Hello, I have a problem with displaying your website on my mobile device. Can you help me with this?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich interessiere mich für Ihre Kundenbewertungen. Wo kann ich diese einsehen?", Allgemeine Anfrage,"Dear team, I am interested in your customer reviews. Where can I see them?",Allgemeine_Anfrage,General request
"Guten Tag, ich habe Schwierigkeiten beim Hinzufügen eines Produkts zum Warenkorb auf Ihrer Website. Können Sie mir dabei helfen?", Allgemeine Anfrage,"Good day, I have difficulty adding a product to the shopping cart on your website. Can you help me?",Allgemeine_Anfrage,General request
"Hallo, ich würde gerne wissen, ob Sie auch Produkte für Menschen mit Einschränkungen im Bewegungsapparat anbieten. Können Sie mir hierzu nähere Informationen geben?", Allgemeine Anfrage,"Hello, I would like to know if you also offer products for people with limitations in the musculoskeletal system. Can you give me more information about this?",Allgemeine_Anfrage,General request
"Sehr geehrtes Team, ich habe eine Beschwerde bezüglich eines beschädigten Artikels, den ich kürzlich erhalten habe. Wie kann ich diese reklamieren?", Allgemeine Anfrage,"Dear team, I have a complaint regarding a damaged article I recently received. How can I complain about it?",Allgemeine_Anfrage,General request
"Guten Tag, ich interessiere mich für Ihre Datenschutzrichtlinien. Wo kann ich diese einsehen?", Allgemeine Anfrage,"Hello, I am interested in your privacy policy. Where can I view it?",Allgemeine_Anfrage,General request
"Hallo, ich habe eine Frage zu den Zahlungsmöglichkeiten in Ihrem Onlineshop. Könnten Sie mir diese bitte zur Verfügung stellen?", Allgemeine Anfrage,"Hello, I have a question about the payment options in your online shop. Could you please make them available to me?",Allgemeine_Anfrage,General request
